id,numero,rep,TypeVoie,NomVoieReste,code_postal,nom_commune,x,y,IdentifiantImmeuble,NumeroVoieImmeuble,ComplementNumeroVoieImmeuble,TypeVoieImmeuble,NomVoieImmeuble,CodePostalImmeuble,CommuneImmeuble,CoordonneeImmeubleX,CoordonneeImmeubleY,Label
12056_nydhng_00606,606,,route,des Fenials,12160,Baraqueville,659603.92,6358081.86,IMB/12089/X/006F,451,,avenue,du Maréchal Joffre,12300,Decazeville,641051.7623,6385052.417,0
12137_0118_00012,12,,impasse,la Lande Haute,12160,Manhac,659632.93,6353969.43,IMB/12208/X/00ES,21,b,boulevard,Charles de Gaulle,12400,St-Affrique,690858.3283,6317762.356,0
12137_0120_00724,724,,route,de Lavernhe,12160,Manhac,659648.29,6353725.91,IMB/12137/X/002X,724,,route,de Lavernhe,12160,Manhac,659636.5328,6353731.302,1
12043_0320_00042,42,,rue,de la Verderie,12450,Calmont,659728.67,6349954.37,IMB/12043/X/00FI,42,,rue,de la Verderie,12450,Calmont,659717.6793,6349961.254,1
12056_sqhhyc_00281,281,,impasse,de Fourcade,12160,Baraqueville,659793.39,6357076.78,IMB/12056/X/02OP,281,,impasse,de Fourcade,12160,Baraqueville,659798.5622,6357064.86,1
12193_tgsank_00182,182,,rue,du Claux,12320,Pruines,660628.1,6381268.82,IMB/12193/X/003F,182,,rue,du Claux,12320,Pruines,660640.6041,6381265.401,1
12133_0205_00854,854,,allee,des Espagnols,12450,Luc-la-Primaube,661155.58,6354601.56,IMB/12133/X/01TD,854,,allee,des Espagnols,12450,Luc-la-Primaube,661155.6587,6354614.563,1
12234_gexq5c_00220,220,,rue,de l’Espaillou,12120,Sainte-Juliette-sur-Viaur,661299.48,6346225.56,IMB/12234/X/006A,220,,rue,de l'Espaillou,12120,Ste-Juliette-sur-Viaur,661286.9843,6346222.246,1
12254_ydqiv3_00201,201,,rue,de la Source,12330,Salles-la-Source,661359.23,6371123.33,IMB/12258/X/00BV,8,,rue,de la Douve,12440,La Salvetat-Peyralès,636230.4006,6347159.875,0
12221_cc34l1_02294,2294,,route,de Villecomtal,12320,Saint-Félix-de-Lunel,661463.89,6383726.16,IMB/12221/X/0083,2294,,route,de Villecomtal,12320,St-Félix-de-Lunel,661472.019,6383736.326,1
12254_vqebvy_00039,39,,impasse,des Jardins du Mas,12330,Salles-la-Source,661568.19,6367964.2,IMB/12169/X/006X,15,,avenue,Jean Henri Fabre,12800,Naucelle,647624.4921,6344983.253,0
12254_v1a0fm_00029,29,,rue,Cantemerle,12330,Salles-la-Source,661616.69,6368082.21,IMB/12254/X/00P6,29,,rue,Cantemerle,12330,Salles-la-Source,661618.1827,6368069.311,1
12254_p1qaq8_00122,122,,rue,du Mas de Souyri,12330,Salles-la-Source,661645.75,6368042.27,IMB/12262/X/00CV,6,,rue,des Forgerons,12800,Sauveterre-de-Rouergue,645594.4378,6347079.117,0
12043_0301_00004,4,,impasse,du Hetre,12450,Calmont,661715.8,6352527.93,IMB/12248/X/00B1,7,,rue,Haute,12380,St-Sernin-sur-Rance,668091.1675,6309414.407,0
12254_rjeo3d_00207,207,,rue,des Poujades,12330,Salles-la-Source,661746.7,6367803.25,IMB/12221/X/000A,2560,,route,de Conduches,12320,St-Félix-de-Lunel,662276.8215,6386403.217,0
12234_9gnup1_00063,63,,route,de Rodez,12120,Sainte-Juliette-sur-Viaur,661750.4,6346450.56,IMB/12200/X/00B1,2,,lotissement,des Gorges du Tarn,12640,Rivière-sur-Tarn,711217.7177,6343515.722,0
12043_0090_00110,110,,rue,du Plantie,12450,Calmont,661794.56,6352774.09,IMB/12043/X/00JU,110,,rue,du Plantié,12450,Calmont,661803.9737,6352783.035,1
12197_0318_00005,5,,avenue,de la Fontblanche,12170,Réquista,662134.47,6327216.52,IMB/12258/X/00CM,15,b,route,de Carmaux,12440,La Salvetat-Peyralès,636510.0543,6347045.992,0
12197_0318_00003,3,,avenue,de la Fontblanche,12170,Réquista,662134.47,6327216.52,IMB/12168/X/00JR,31,,rue,du Faubourg Haut,12230,Nant,723956.9868,6324926.162,0
12043_0197_00003,3,,allee,de l’Estang,12450,Calmont,662151.79,6352630.95,IMB/12190/X/000V,5,,place,de l'Ancien Château,12350,Prévinquières,638642.0352,6364259.528,0
12057_0001_00014,14,,cite,Beauregard,12120,Cassagnes-Bégonhès,662184.59,6341286.68,IMB/12198/X/00JU,7,,chemin,de la Bade,12240,Rieupeyroux,639224.4622,6356525.385,0
12043_0160_00191,191,,impasse,de la Calquiere,12450,Calmont,662256.16,6353357.57,IMB/12157/X/00GY,65,,rue,de la Garenne,12630,Montrozier,675677.1056,6366762.352,0
12197_a021_00017,17,,cite,Kennedy,12170,Réquista,662332.31,6326185.22,IMB/12073/X/002S,1,,rue,des Lacs,12120,Comps-la-Grand-Ville,665474.2188,6348111.8,0
12057_0008_00023,23,,rue,du Centre,12120,Cassagnes-Bégonhès,662362.82,6341135.73,IMB/12057/X/006O,23,,rue,du Centre,12120,Cassagnes-Bégonhès,662364.8895,6341122.97,1
12197_0543_00003,3,,rue,des Rosiers,12170,Réquista,662526.69,6326454.85,IMB/12197/X/00X5,3,,rue,des Rosiers,12170,Réquista,662530.15,6326442.292,1
12197_0383_00008,8,,rue,de la Lande,12170,Réquista,662590.51,6326511.47,IMB/12197/X/00UE,8,,rue,de la Lande,12170,Réquista,662603.3699,6326512.924,1
12065_0062_00028,12,bis,Place,de l'hôtel,98120,Castres,662621.11,6640779.56,IMB/12065/X/0080,12,,Route,de l'hôtel,98120,Castres,682621.11,6940779.56,0
12065_0062_00030,7,bis,Rue,de l'hôstel,92120,Castres,662621.11,6640779.56,IMB/12065/X/0082,7,,Rue,de l'hôstel,92120,Castres,662621.06,6640779.5,0
12065_0062_00032,12,bis,Place,de l'hôtel,98120,Castres,662621.11,6640779.56,IMB/12065/X/0084,12,B,Place,de l'hôtel,98120,Castresse,562621.11,5640779.56,0
12197_0540_00039,39,,avenue,de Rodez,12170,Réquista,662644.77,6326605.49,IMB/12225/X/00HQ,5,,rue,du Belvèze,12100,St-Georges-de-Luzençon,698450.8534,6329490.834,0
12197_0540_00029,29,,avenue,de Rodez,12170,Réquista,662732.48,6326377.41,IMB/12062/X/00G9,16,,impasse,des Frênes,12620,Castelnau-Pégayrols,694255.3403,6336746.807,0
12197_0368_00003,3,,rue,des Hauts du Riou Sec,12170,Réquista,662927.46,6326343.93,IMB/12048/X/003H,2780,,route,des Coustoubis,12460,Campouriez,666709.0588,6398364.346,0
12197_0400_00032,32,,avenue,de Millau,12170,Réquista,662952.68,6325926.67,IMB/12138/X/007T,30,,avenue,des Prades,12330,Marcillac-Vallon,657735.6364,6375243.321,0
12197_0605_00005,5,,route,de Sonnac,12170,Réquista,662954.51,6326404.55,IMB/12011/X/00D4,81,,chemin,des Hortilles,12120,Arvieu,672947.6825,6343703.503,0
12197_0460_00013,13,,place,Paul Gasc,12170,Réquista,663138.42,6325914.14,IMB/12197/X/00PR,13,,place,Paul Gasc,12170,Réquista,663144.3282,6325925.67,1
12197_0400_00080,80,,avenue,de Millau,12170,Réquista,663165.7,6325863.65,IMB/12197/X/004Y,80,,avenue,de Millau,12170,Réquista,663156.0423,6325855.083,1
12043_0309_00007,7,,rue,des Sources,12450,Calmont,663241.26,6352550.62,IMB/12236/X/000Q,44,,chemin,de la Laiterie,12620,St-Laurent-de-Lévézou,696827.4522,6345510.516,0
12043_0184_00121,121,,rue,de la Croix Blanche,12450,Calmont,663372.72,6350433.65,IMB/12043/X/00PN,121,,rue,de la Croix Blanche,12450,Calmont,663364.2114,6350443.524,1
12043_0278_00064,64,,allee,des Pyrenees,12450,Calmont,663377.9,6350156.1,IMB/12103/X/008K,266,,route,de la Sagne,12140,Florentin-la-Capelle,671038.0808,6392051.126,0
12043_0083_00059,59,,rue,des Pionniers,12450,Calmont,663458.31,6350003.65,IMB/12043/X/00M8,59,,rue,des Pionniers,12450,Calmont,663457.2185,6349990.744,1
12183_0030_00010,10,,route,de Curvalle,12550,Plaisance,663542.21,6314315.02,IMB/12183/X/003N,10,,route,de Curvalle,12550,Plaisance,663533.188,6314324.261,1
12043_0061_00076,76,,rue,Joan Petit,12450,Calmont,663708.89,6349709.01,IMB/12089/X/00AF,17,b,avenue,Victor Hugo,12300,Decazeville,640119.9425,6385196.801,0
12043_0062_00039,39,,impasse,Leontie,12450,Calmont,663723.05,6349754.92,IMB/12043/X/00RI,39,,impasse,Leontie,12450,Calmont,663714.4787,6349764.645,1
12161_jnwe6e_00125,125,,impasse,des Azagadoux,12330,Mouret,663869.58,6382325.17,IMB/12161/X/00BS,125,,impasse,des Azagadoux,12330,Mouret,663880.9497,6382331.498,1
12254_yffa67_00560,560,,route,des Casernes de Ferals,12330,Salles-la-Source,663876.65,6376096,IMB/12265/X/001H,1,,lieu dit,Majorac,12190,Sébrazac,672598.1879,6383017.351,0
12254_65o7j1_00285,285,,rue,du Cres,12330,Salles-la-Source,664009.1,6368336.24,IMB/12254/X/00N9,285,,rue,du Crès,12330,Salles-la-Source,664017.6803,6368326.569,1
12161_hos2m7_01075,1075,,route,du Dourdou,12330,Mouret,664220.19,6382283.06,IMB/12102/X/00QQ,18,,cite,la Croix de Laumet,12450,Flavin,668012.7897,6354359.542,0
12094_0625_02140,2140,,route,de Villecomtal,12140,Entraygues-sur-Truyère,664362.74,6393538.99,IMB/12094/X/0073,2140,,route,de Villecomtal,12140,Entraygues-sur-Truyère,664357.101,6393550.669,1
12161_q6y878_00020,20,,impasse,de la Gaillardie,12330,Mouret,665244.79,6380450.4,IMB/12105/X/00BD,25,,route,du Ségala,12270,La Fouillade,623701.5808,6348403.974,0
12255_9ldiiw_00198,198,,rue,du Couchant,12120,Salmiech,665366.73,6343054.4,IMB/12255/X/00I6,198,,rue,du Couchant,12120,Salmiech,665365.9017,6343041.487,1
12255_9ldiiw_00021,21,,Rue,du Couchant,12120,Salmiech,665407.32,6343021.63,IMB/12177/X/00NW,170,,Impasse,du Soleil Couchant,12310,Palmas d'Aveyron,687292.7262,6365630.708,0
12255_9ldiiw_00036,36,,Rue,du Couchant,12120,Salmiech,665410.29,6343038.61,IMB/48002/X/006F,31,,Rue,du Couchant,48200,Albaret-Ste-Marie,719471.0282,6419984.648,0
12255_9ldiiw_00015,15,,Rue,du Couchant,12120,Salmiech,665414.42,6343017.81,IMB/12138/X/00G3,5,,Allée,du Couchant,12330,Marcillac-Vallon,656799.9558,6375267.246,0
12255_9ldiiw_00062,62,,Rue,du Couchant,12120,Salmiech,665415.23,6343064.03,IMB/12255/X/00HZ,62,,Rue,du Couchant,12120,Salmiech,665427.5248,6343073.887,1
12094_lioj83_00004,4,,Place,de l’Église Saint Georges,12140,Entraygues-sur-Truyère,665433.96,6394044.06,IMB/12094/X/00D9,4,,Place,de l'Église Saint-Georges,12140,Entraygues-sur-Truyère,665431.4496,6394048.347,1
12094_lioj83_00003,3,,Place,de l’Église Saint Georges,12140,Entraygues-sur-Truyère,665438.14,6394054.7,IMB/12094/X/00D8,3,,Place,de l'Église Saint-Georges,12140,Entraygues-sur-Truyère,665437.1487,6394059.588,1
12094_lioj83_00005,5,,Place,de l’Église Saint Georges,12140,Entraygues-sur-Truyère,665448.25,6394032.76,IMB/12094/X/00DA,5,,Place,de l'Église Saint-Georges,12140,Entraygues-sur-Truyère,665449.3872,6394031.112,1
12094_lioj83_00001,1,,Place,de l’Église Saint Georges,12140,Entraygues-sur-Truyère,665457.37,6394047.04,IMB/12094/X/00G4,1,,Place,de l'Église Saint-Georges,12140,Entraygues-sur-Truyère,665460.1956,6394048.794,1
12165_x68qxc_00054,54,,Impasse,de Carles,12330,Muret-le-Château,665457.58,6376672.86,IMB/12165/X/002C,54,,Impasse,de Carles,12330,Muret-le-Château,665466.7906,6376654.986,1
12094_lioj83_00002_bis,2,bis,Place,de l’Église Saint Georges,12140,Entraygues-sur-Truyère,665459.66,6394060.47,IMB/12094/X/00DO,2,B,Place,de l'Église Saint-Georges,12140,Entraygues-sur-Truyère,665462.4771,6394081.324,1
12094_lioj83_00002,2,,Place,de l’Église Saint Georges,12140,Entraygues-sur-Truyère,665467.23,6394052.87,IMB/12094/X/00DB,2,,Place,de l'Église Saint-Georges,12140,Entraygues-sur-Truyère,665468.7668,6394053.488,1
12298_0049_00004,4,,Rue,du Château,12580,Villecomtal,665467.75,6382189.87,IMB/12298/X/00FI,10,,Rue,du Château,12580,Villecomtal,665474.5623,6382163.226,0
12073_0130_00006,6,,rue,des Lacs,12120,Comps-la-Grand-Ville,665471.79,6348080.72,IMB/12043/X/00BD,16,,allee,de Campmas,12450,Calmont,662158.2495,6352699.757,0
12298_0049_00005,5,,Rue,du Château,12580,Villecomtal,665479.95,6382183.03,IMB/12298/X/00FJ,6,,Rue,du Château,12580,Villecomtal,665469.5514,6382179.415,0
12298_0049_00003,3,,Rue,du Château,12580,Villecomtal,665480.16,6382192.25,IMB/12253/X/00OX,3,,Rue,du Château,12410,Salles-Curan,683061.4829,6342634.236,0
12298_0049_00002,2,,Rue,du Château,12580,Villecomtal,665501.89,6382243.56,IMB/12253/X/00P0,2,,Rue,du Château,12410,Salles-Curan,683080.4327,6342630.54,0
12298_0049_00002,2,,rue,du Château,12580,Villecomtal,665501.89,6382243.56,IMB/12003/X/002X,77,,chemin,de Brayes,12220,Les Albres,634130.3586,6381285.078,0
12298_0049_00001,1,,Rue,du Château,12580,Villecomtal,665505.73,6382219.65,IMB/12228/X/008L,1,,Rue,du Château,12480,St-Izaire,677497.1112,6319635.526,0
12073_0130_00007,7,,rue,des Lacs,12120,Comps-la-Grand-Ville,665525.49,6348025.99,IMB/12073/X/002X,7,,rue,des Lacs,12120,Comps-la-Grand-Ville,665534.5152,6348035.369,1
12165_x68qxc_00134,134,,Impasse,de Carles,12330,Muret-le-Château,665527.13,6376638.15,IMB/12165/X/002D,134,,Impasse,de Carles,12330,Muret-le-Château,665501.6864,6376632.414,1
12165_x68qxc_00129,129,,Impasse,de Carles,12330,Muret-le-Château,665528.78,6376649.7,IMB/12165/X/002E,129,,Impasse,de Carles,12330,Muret-le-Château,665593.6813,6376674.598,1
12165_x68qxc_00143,143,,Impasse,de Carles,12330,Muret-le-Château,665541.59,6376636.07,IMB/12165/X/002F,143,,Impasse,de Carles,12330,Muret-le-Château,665566.676,6376632.807,1
12165_x68qxc_00202,202,,Impasse,de Carles,12330,Muret-le-Château,665566.67,6376584.06,IMB/12165/X/002G,202,,Impasse,de Carles,12330,Muret-le-Château,665561.4212,6376565.077,1
12165_x68qxc_00241,241,,Impasse,de Carles,12330,Muret-le-Château,665596.22,6376563.46,IMB/12165/X/002H,241,,Impasse,de Carles,12330,Muret-le-Château,665626.9015,6376597.694,1
12255_0104_00052,52,,place,des Jeux,12120,Salmiech,665627.56,6342975.1,IMB/12057/X/007C,2,,cite,Beauséjour,12120,Cassagnes-Bégonhès,662219.124,6341209.479,0
12073_0130_00019,19,,rue,des Lacs,12120,Comps-la-Grand-Ville,665643.02,6348072.45,IMB/12073/X/0039,19,,rue,des Lacs,12120,Comps-la-Grand-Ville,665630.6979,6348068.526,1
12255_0094_00025,25,,Rue,de la Haie Coloree,12120,Salmiech,665700.24,6343079.36,IMB/12057/X/006P,25,,rue ,du Centre,12120,Cassagnes-Bégonhès,662358.6805,6341131.853,0
12255_0094_00025,25,,rue,de la Haie Coloree,12120,Salmiech,665700.24,6343079.36,IMB/12255/X/009C,25,,rue,de la Haie Colorée,12120,Salmiech,665688.2895,6343074.481,1
12255_0094_00007,7,,Rue,de la Haie Coloree,12120,Salmiech,665713.37,6343068.07,IMB/12011/X/008R,7,,,Bellevue,12120,Arvieu,678074.263,6344512.847,0
12255_0094_00020,20,,Rue,de la Haie Coloree,12120,Salmiech,665713.61,6343083.4,IMB/12255/X/00AC,20,,rue ,de la Haie Colorée,12120,Salmiech,665731.4954,6343092.219,1
12255_0064_00044,44,,Avenue,Georges Desirat,12120,Salmiech,665868.52,6342516.49,IMB/12255/X/004W,49,,Avenue,Georges Désirât,12120,Salmiech,665858.5508,6342504.441,0
12255_0064_00020,20,,Avenue,Georges Desirat,12120,Salmiech,665889.32,6342504.16,IMB/12013/X/015X,10,,Plan,Georges Brassens,12110,Aubin,640054.6784,6383084.368,0
12255_ddz8la_00006,6,,Avenue,Jean Yves Bonnet,12120,Salmiech,665903.01,6342477.64,IMB/12255/X/008U,81,,Avenue,Jean-Yves Bonnet,12120,Salmiech,665980.1332,6342465.786,0
12255_0064_00002,2,,Avenue,Georges Desirat,12120,Salmiech,665906.13,6342492.73,IMB/12255/X/005Q,2,,Avenue,Georges Désirât,12120,Salmiech,665913.2947,6342498.376,1
12255_ddz8la_00014,14,,Avenue,Jean Yves Bonnet,12120,Salmiech,665911.39,6342475.26,IMB/12255/X/005P,14,,Avenue,Jean-Yves Bonnet,12120,Salmiech,665910.3318,6342471.538,1
12255_ddz8la_00031,31,,Avenue,Jean Yves Bonnet,12120,Salmiech,665933.01,6342480.37,IMB/12255/X/008Y,31,,Place,Justin Labit,12120,Salmiech,667097.1948,6344912.497,0
12255_ddz8la_00065,65,,Avenue,Jean Yves Bonnet,12120,Salmiech,665963.32,6342466.87,IMB/12255/X/00IA,65,,rue,du Couchant,12120,Salmiech,665398.0407,6343083.707,0
12255_ddz8la_00241,241,,Avenue,Jean Yves Bonnet,12120,Salmiech,666122.9,6342510.45,IMB/12255/X/0001,241,,Avenue,Jean-Yves Bonnet,12120,Salmiech,666135.6341,6342530.802,1
12080_0049_00010,10,,route,de Paulet,12550,Coupiac,666136.01,6317355.15,IMB/12080/X/0083,10,,route,de Paulet,12550,Coupiac,666130.7829,6317366.952,1
12255_ddz8la_00329,329,,Avenue,Jean Yves Bonnet,12120,Salmiech,666198.78,6342555.38,IMB/12255/X/0066,31,,Avenue,Jean-Yves Bonnet,12120,Salmiech,665950.9401,6342478.559,0
12165_cc1cth_00200,200,,route,du Chateau,12330,Muret-le-Château,666204.42,6377039.72,IMB/12064/X/004P,3496,,route,de Bonneval,12500,Le Cayrol,683602.4677,6384752.1,0
12165_cc1cth_00668,668,,route,du Chateau,12330,Muret-le-Château,666313.66,6377080.79,IMB/12094/X/00G3,1,,place,de l'Église Saint-Georges,12140,Entraygues-sur-Truyère,665469.9646,6394045.046,0
12048_5jrkoq_01294,1294,,route,d’Entraygues,12460,Campouriez,666629.23,6396850.43,IMB/12048/X/001E,1294,,route,d'Entraygues,12460,Campouriez,666624.4402,6396862.477,1
12298_0241_00797,797,,route,de Ségonzac,12580,Villecomtal,666632.07,6381213.25,IMB/12298/X/001C,797,,route,de Segonzac,12580,Villecomtal,666633.301,6381226.215,1
12298_0241_01868,1868,,route,de Ségonzac,12580,Villecomtal,666863.05,6381601.15,IMB/12298/X/003A,1868,,route,de Segonzac,12580,Villecomtal,666855.0545,6381590.983,1
12152_sckxv3_00423,423,,chemin,de Mejanes,12380,Montfranc,666866.48,6303458.18,IMB/12124/X/0047,1104,,route,de Thubies,12500,Lassouts,684019.9718,6377484.698,0
12283_uus99s_00691,691,,route,de Lagrandville,12290,Trémouilles,666934.06,6349760.71,IMB/12203/X/008W,10,,rue,du Ségala,12250,Roquefort-sur-Soulzon,696678.2726,6318982.715,0
12048_8hhnwi_00386,386,,route,du Truc,12460,Campouriez,667381.98,6397043.07,IMB/12048/X/006K,386,,route,du Truc,12460,Campouriez,667386.8335,6397031.078,1
12049_0022_00799,799,,route,de Lunel,12580,Campuac,667500.2,6386195.79,IMB/12300/X/035A,7,,rue,des Potiers,12200,Villefranche-de-Rouergue,622747.7108,6361512.077,0
12049_b328_00017,17,,lotissement,le Pouget,12580,Campuac,667887.29,6385826.22,IMB/12049/X/0084,17,,lotissement,le Pouget,12580,Campuac,667880.0722,6385815.417,1
12283_qr459q_00215,215,,route,de l’Andorre,12290,Trémouilles,667988.52,6348953.47,IMB/12063/X/002I,17,,chemin,des Agastous,12230,La Cavalerie,712695.2238,6323509.233,0
12102_0031_00015,15,,rue,des Faneurs,12450,Flavin,668054.38,6354586.36,IMB/12198/X/0090,1,,rue,de l'Hom,12240,Rieupeyroux,639186.5025,6356740.459,0
12102_0027_00021,21,,cite,la Croix de Laumet,12450,Flavin,668057.53,6354388.81,IMB/12200/X/00HI,2,,rue,du Pâlie,12640,Rivière-sur-Tarn,710349.7234,6343248.724,0
12102_0027_00003,3,,cite,la Croix de Laumet,12450,Flavin,668129.51,6354403.67,IMB/12208/X/01ZS,23,,rue,des Bains,12400,St-Affrique,691356.2618,6317945.279,0
12248_0068_00001,1,,route,de Guergues,12380,Saint-Sernin-sur-Rance,668143.18,6309659.21,IMB/12056/X/01UQ,176,,rue,de la Fontaine Romaine,12160,Baraqueville,656200.4426,6354453.581,0
12102_0044_00001,1,,rue,du Moissonneur,12450,Flavin,668150.49,6354749.74,IMB/12102/X/00K2,1,,rue,du Moissonneur,12450,Flavin,668161.6102,6354743.107,1
12255_0172_00081,81,,Chemin,de Revol,12120,Salmiech,668258.59,6344734.17,IMB/12011/X/00JT,43,,Impasse,de Revols,12120,Arvieu,668851.0293,6343619.451,0
12102_0051_00001,1,,cite,du Planol,12450,Flavin,668312.42,6354484.18,IMB/12258/X/00C4,12,,rue,des Bruyères,12440,La Salvetat-Peyralès,636308.1347,6346987.376,0
12255_0172_00441,441,,Chemin,de Revol,12120,Salmiech,668320.75,6344394.67,IMB/12255/X/00DX,441,,Chemin,de Revol,12120,Salmiech,668328.1195,6344400.499,1
12255_0172_00452,452,,Chemin,de Revol,12120,Salmiech,668331.42,6344387.95,IMB/12255/X/00DY,452,,Chemin,de Revol,12120,Salmiech,668339.989,6344386.413,1
12248_0090_00050,50,,avenue,de Saint-affrique,12380,Saint-Sernin-sur-Rance,668486.53,6309680.05,IMB/12131/X/00JP,35,,rue,de la Pareau,12740,La Loubière,671036.315,6365292.886,0
12102_0062_00013,13,,rue,des Sources,12450,Flavin,668620.26,6354510.19,IMB/12208/X/026F,4,,rue,du Docteur Valentin,12400,St-Affrique,690558.9323,6317789.354,0
12102_wr6c8u_00004,4,,lotissement,du Lavoir de Vernieres,12450,Flavin,668661.1,6354570.98,IMB/12171/X/00JX,453,,route,du Malpas,12330,Nauviale,654574.881,6378993.854,0
12102_0076_00005,5,,rue,la Souquette,12450,Flavin,668688.93,6353987.8,IMB/12102/X/00RV,5,,rue,la Souquette,12450,Flavin,668692.9165,6354000.155,1
12102_wr6c8u_00024,24,,lotissement,du Lavoir de Vernieres,12450,Flavin,668708.02,6354714.5,IMB/12234/X/006J,2809,,route,du Piboul,12120,Ste-Juliette-sur-Viaur,659050.3775,6346649.153,0
12102_0065_00022,22,,cite,du Stade,12450,Flavin,668755.92,6354768.15,IMB/12225/X/00DY,5,,rue,des Assalisses,12100,St-Georges-de-Luzençon,698479.5777,6329373.95,0
12103_0067_00808,808,,route,des Tours,12140,Florentin-la-Capelle,668926.89,6393037.03,IMB/12103/X/002M,808,,route,des Tours,12140,Florentin-la-Capelle,668923.6237,6393049.53,1
12283_ybcauw_00010,10,,rue,de Lafounal,12290,Trémouilles,669250.73,6349282.82,IMB/12283/X/000S,577,,route,de Catusse,12290,Trémouilles,669279.7759,6349813.584,0
12283_qehrq2_00245,245,,rue,de la Chataigneraie,12290,Trémouilles,669333.06,6349394.62,IMB/12283/X/001F,245,,rue,de la Châtaigneraie,12290,Trémouilles,669340.1594,6349405.434,1
12255_0090_00039,39,,rue,du Gua,12120,Salmiech,669357.54,6345981.74,IMB/12255/X/00D0,39,,rue,du Gua,12120,Salmiech,669366.4688,6345991.162,1
12125_lfn6xf_00070,70,,rue,du Gourp,12380,Laval-Roquecezière,670063.49,6301947.01,IMB/12064/X/0013,19,,impasse,de la Caylie,12500,Le Cayrol,683247.6069,6385325.572,0
12103_0061_01211,1211,,route,des Falguieres,12140,Florentin-la-Capelle,670176.08,6393589.8,IMB/12103/X/004C,1211,,route,des Falguières,12140,Florentin-la-Capelle,670181.6039,6393601.596,1
12125_uqz1zf_00578,578,,route,du Rouquairol,12380,Laval-Roquecezière,670213.73,6300798.26,IMB/12242/X/005J,14,,rue,de la Mairie,12200,St-Rémy,623528.0633,6366901.1,0
12131_0110_00008,8,,rue,de Garacel,12740,La Loubière,670452.2,6367611.68,IMB/12131/X/007Z,8,,rue,de Garacel,12740,La Loubière,670440.0967,6367616.372,1
12255_sls8i7_00016,16,,Place,Marcelle Loubiere,12120,Salmiech,670652.85,6346632.96,IMB/12255/X/00CB,16,,place,Marcelle Loubière,12120,Salmiech,670646.562,6346629.744,1
12283_00rpp4_00300,300,,,Les Planets,12290,Trémouilles,670729.79,6349764.95,IMB/12208/X/026M,19,,rue,du Docteur Valentin,12400,St-Affrique,690504.8788,6317865.372,0
12131_0564_00171,171,,rue,de la Tour,12740,La Loubière,670868.85,6365496.79,IMB/12013/X/01EE,14,,rue,du Colonel Fabien,12110,Aubin,641584.7268,6381511.515,0
12131_0564_00186,186,,rue,de la Tour,12740,La Loubière,670876.17,6365477.87,IMB/12246/X/0078,32,,route,de Decazeville,12300,St-Santin,640967.3231,6394756.456,0
12277_265k8v_00042,42,,rue,du Couderc,12600,Taussac,670983.15,6415721.32,IMB/12050/X/009F,4,,rue,du Couvent,12290,Canet-de-Salars,680445.6586,6348545.794,0
12048_7i1929_00041,41,,rue,des Chenes Verts,12460,Campouriez,671066.62,6397881.47,IMB/12052/X/01NV,54,,rue,Vincent Auriol,12700,Capdenac-Gare,627115.066,6385441.649,0
12131_0046_00003,3,,rue,du Comtal,12740,La Loubière,671068.28,6367842.32,IMB/12068/X/00CV,49,,place,de l'Église,12240,Colombiès,647271.1179,6360989.241,0
12131_0562_00108,108,,rue,de la Pareau,12740,La Loubière,671105.98,6365248.51,IMB/12131/X/00JL,108,,rue,de la Pareau,12740,La Loubière,671095.8145,6365240.437,1
12131_0043_00006,6,,impasse,du Combal,12740,La Loubière,671300.9,6367566.42,IMB/12131/X/008C,6,,impasse,du Combal,12740,La Loubière,671287.9036,6367565.713,1
12118_0125_00001,1,,rue,de la Gozonne,12600,Lacroix-Barrez,671392.41,6409282.44,IMB/12118/X/0031,1,,rue,de la Gozonne,12600,Lacroix-Barrez,671379.4862,6409281.55,1
12151_0020_00009,9,,rue,de l'école,12460,Montézic,671475.82,6401206.35,IMB/12300/X/07GI,37,,route,de la Gasse,12200,Villefranche-de-Rouergue,624014.3114,6361188.518,0
12131_0060_00012,12,,impasse,des Epis,12740,La Loubière,671488.18,6367701.87,IMB/12189/X/0001,1154,,route,du Peyrol,12240,Pradinas,642918.8741,6349496.533,0
12151_0005_00003,3,,chemin,de la Bezardie,12460,Montézic,671545.35,6401395.09,IMB/12280/X/003O,4,,lieu dit,Jou,12600,Thérondels,680672.7479,6418002.214,0
12277_83rd9g_00238,238,,route,du Menut,12600,Taussac,671924.12,6414354.61,IMB/12102/X/00I7,10,,lotissement,du Lavoir de Vernières,12450,Flavin,668655.4175,6354623.04,0
12131_0570_00137,137,,rue,du Haut Village,12740,La Loubière,672249.8,6364580.7,IMB/12131/X/00K0,137,,rue,du Haut Village,12740,La Loubière,672237.1542,6364583.476,1
12131_0525_00024,24,,Impasse,de la Baryte,12740,La Loubière,672292.34,6362807.16,IMB/12131/X/00NL,24,,Impasse,de la Baryte,12740,La Loubière,672308.9524,6362786.65,1
12131_0525_00114,114,,Impasse,de la Baryte,12740,La Loubière,672334.86,6362743.54,IMB/12131/X/00O5,114,,Impasse,de la Baryte,12740,La Loubière,672333.5393,6362740.489,1
12131_0525_00148,148,,Impasse,de la Baryte,12740,La Loubière,672337.89,6362708.08,IMB/12131/X/00O7,148,,Impasse,de la Baryte,12740,La Loubière,672320.3934,6362721.618,1
